section,comm_a,comm_b,raw,bits,within_section_z,n_pairs_in_section,legacy_within_section_z,legacy_n_pairs_in_section,v9_status,v9_correction
8,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.0899,-1.463,-0.964,36,-0.964,36,direct_pair_valid,
30,DaatChacham_Vat214_Marginalia,KeterShemTov,0.1482,3.989,,36,-0.974,45,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,KeterShemTovMS_L,Rabenu_Bahayii,0.0556,-2.635,,66,-0.974,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,DaatChacham_Vat107_Main,UnKnownEskorial,0.1254,0.381,,66,-0.974,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_2,DaatChacham_Vat107_Main,UnKnownEskorial,0.1432,1.544,-0.976,55,-0.976,55,direct_pair_valid,
1,KeterShemTov,SaportaOxford1645,0.0635,-2.187,-0.984,45,-0.984,45,direct_pair_valid,
14,DaatChacham_Vat107_Main,KeterShemTov,0.0945,-0.102,,55,-0.987,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
1,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.0629,-2.187,-0.989,45,-0.989,45,direct_pair_valid,
23,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0556,-2.635,,28,-0.989,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0941,-0.102,-0.990,55,-0.990,55,direct_pair_valid,
12,KeterShemTov,Rabenu_Bahayii,0.0536,-2.635,,66,-0.991,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
9,KenegedAsaraMaamaritLondon847,KeterShemTov,0.2436,6.345,-0.993,15,-0.993,15,direct_pair_valid,
32,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1145,0.381,-0.996,21,-0.996,21,direct_pair_valid,
11,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1407,1.544,-1.000,45,-1.000,45,direct_pair_valid,
25_2,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0482,-2.635,,21,-1.000,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,Comment_a_shuib_Parma_68,Ricanati_Zicaron_aharon_ed,0.0356,-4.034,-1.004,78,-1.004,78,direct_pair_valid,
8,KeterShemTovMS_L,Rabenu_Bahayii,0.0861,-1.463,-1.004,36,-1.004,36,direct_pair_valid,
17,Rabenu_Bahayii,UnKnownEskorial,0.0483,-2.635,-1.008,55,-1.008,55,direct_pair_valid,
19_1,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1415,1.544,-1.013,28,-1.013,28,direct_pair_valid,
5,KenegedAsaraMaamaritLondon847,UnKnownEskorial,0.1218,0.381,,66,-1.023,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.0336,-4.034,-1.029,78,-1.029,78,direct_pair_valid,
12,Comment_a_shuib_Parma_68,KeterShemTovMS_L,0.0492,-2.635,,66,-1.029,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,IbnShuib,Rabenu_Bahayii,0.0455,-2.635,,21,-1.033,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,MeiratEinayim,Rabenu_Bahayii,0.1659,2.356,-1.039,36,-1.039,36,direct_pair_valid,
30,IbnShuib,KeterShemTov,0.1423,1.544,,36,-1.040,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,Comment_a_shuib_Parma_68,KeterShemTov,0.0479,-2.635,,66,-1.041,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,DaatChacham_Vat107_Main,UnKnownEskorial,0.1326,1.544,-1.041,55,-1.041,55,direct_pair_valid,
10,IbnShuib,Rabenu_Bahayii,0.1326,1.544,-1.041,55,-1.041,55,direct_pair_valid,
20,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0838,-1.463,-1.053,66,-1.053,66,direct_pair_valid,
1,Likutim_bhml_1978,Rabenu_Bahayii,0.0546,-2.635,-1.053,45,-1.053,45,direct_pair_valid,
5,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.1190,0.381,,66,-1.060,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,KeterShemTovMS_L,SaportaOxford1645,0.1190,0.381,,66,-1.060,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.1309,1.544,-1.066,55,-1.066,55,direct_pair_valid,
11,DaatChacham_Vat214_Main,UnKnownEskorial,0.1339,1.544,-1.067,45,-1.067,45,direct_pair_valid,
12,DaatChacham_Vat214_Marginalia,KeterShemTovMS_L,0.0448,-2.635,,66,-1.068,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
31,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.0700,-2.187,-1.073,36,-1.073,36,direct_pair_valid,
6,IbnShuib,KenegedAsaraMaamaritLondon847,0.0301,-4.034,-1.073,78,-1.073,78,direct_pair_valid,
12,DaatChacham_Vat214_Marginalia,Rabenu_Bahayii,0.0437,-2.635,,66,-1.077,78,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,DaatChacham_Vat107_Main,KeterShemTov,0.1298,1.544,-1.082,55,-1.082,55,direct_pair_valid,
21,KeterShemTov,MeiratEinayim,0.2238,3.479,,28,-1.082,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,Likutim_bhml_1978,Rabenu_Bahayii,0.0421,-2.635,,66,-1.091,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat214_Main,KeterShemTov,0.0804,-1.463,-1.093,66,-1.093,66,direct_pair_valid,
1,KeterShemTovMS_L,Rabenu_Bahayii,0.0491,-2.635,-1.096,45,-1.096,45,direct_pair_valid,
19_2,Rabenu_Bahayii,Ricanati_Zicaron_aharon_ed,0.1339,1.544,-1.096,55,-1.096,55,direct_pair_valid,
7_1,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.1562,3.989,-1.097,45,-1.097,45,direct_pair_valid,
4,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.1056,-0.102,-1.116,66,-1.116,66,direct_pair_valid,
10,Comment_a_shuib_Parma_68,DaatChacham_Vat214_Main,0.1270,0.381,-1.122,55,-1.122,55,direct_pair_valid,
2,IbnShuib,KenegedAsaraMaamaritLondon847,0.1640,2.356,-1.131,15,-1.131,15,direct_pair_valid,
10,DaatChacham_Vat214_Main,KeterShemTovMS_L,0.1262,0.381,-1.134,55,-1.134,55,direct_pair_valid,
26,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1689,2.356,-1.138,66,-1.138,66,direct_pair_valid,
14,DaatChacham_Vat214_Marginalia,MeiratEinayim,0.0823,-1.463,,55,-1.141,66,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
22,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1033,-0.102,,28,-1.142,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.0759,-1.463,-1.147,66,-1.147,66,direct_pair_valid,
6,KenegedAsaraMaamaritLondon847,SaportaOxford1645,0.0240,-4.034,-1.150,78,-1.150,78,direct_pair_valid,
5,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1123,0.381,,66,-1.151,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1609,3.989,-1.151,36,-1.151,36,direct_pair_valid,
4,DaatChacham_Vat214_Main,UnKnownEskorial,0.1024,-0.102,-1.152,66,-1.152,66,direct_pair_valid,
18,DaatChacham_Vat214_Main,KeterShemTov,0.1080,-0.102,-1.163,36,-1.163,36,direct_pair_valid,
27,DaatChacham_Vat107_Main,UnKnownVatikan214,0.0788,-1.463,-1.174,55,-1.174,55,direct_pair_valid,
1,DaatChacham_Vat107_Main,KeterShemTov,0.0387,-4.034,-1.176,45,-1.176,45,direct_pair_valid,
14,DaatChacham_Vat214_Main,KeterShemTov,0.0792,-1.463,,55,-1.181,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
25_2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0333,-4.034,,21,-1.182,28,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
11,DaatChacham_Vat214_Main,KenegedAsaraMaamaritLondon847,0.1222,0.381,-1.183,45,-1.183,45,direct_pair_valid,
20,UnKnownVatikan214,מערכת האלוהות,0.0722,-1.463,-1.191,66,-1.191,66,direct_pair_valid,
5,KeterShemTov,UnKnownEskorial,0.1084,-0.102,,66,-1.203,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,KeterShemTov,Rabenu_Bahayii,0.1536,3.989,-1.203,45,-1.203,45,direct_pair_valid,
27,Comment_a_shuib_Parma_68,DaatChacham_Vat107_Main,0.0761,-1.463,-1.207,55,-1.207,55,direct_pair_valid,
24,DaatChacham_Vat107_Main,KeterShemTov,0.1011,-0.102,-1.208,66,-1.208,66,direct_pair_valid,
14,KeterShemTov,MeiratEinayim,0.0770,-1.463,,55,-1.208,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,DaatChacham_Vat107_Main,UnKnownEskorial,0.0759,-1.463,-1.209,55,-1.209,55,direct_pair_valid,
9,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.2198,3.479,-1.215,15,-1.215,15,direct_pair_valid,
11,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.1177,0.381,-1.227,45,-1.227,45,direct_pair_valid,
29,MeiratEinayim,Rabenu_Bahayii,0.1489,3.989,-1.228,28,-1.228,28,direct_pair_valid,
27,DaatChacham_Vat214_Main,UnKnownEskorial,0.0742,-1.463,-1.230,55,-1.230,55,direct_pair_valid,
18,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1021,-0.102,-1.234,36,-1.234,36,direct_pair_valid,
10,DaatChacham_Vat214_Main,KeterShemTov,0.1182,0.381,-1.249,55,-1.249,55,direct_pair_valid,
1,KeterShemTov,Rabenu_Bahayii,0.0285,-4.034,-1.255,45,-1.255,45,direct_pair_valid,
7_2,KenegedAsaraMaamaritLondon847,KeterShemTov,0.1954,2.791,-1.262,15,-1.262,15,direct_pair_valid,
20,Comment_a_shuib_Parma_68,KeterShemTov,0.0662,-2.187,-1.263,66,-1.263,66,direct_pair_valid,
8,DaatChacham_Vat214_Main,KenegedAsaraMaamaritLondon847,0.0619,-2.187,-1.263,36,-1.263,36,direct_pair_valid,
13,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1467,1.544,-1.273,45,-1.273,45,direct_pair_valid,
14,DaatChacham_Vat214_Marginalia,KenegedAsaraMaamaritLondon847,0.0718,-2.187,,55,-1.274,66,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
13,DaatChacham_Vat214_Main,Ricanati_Zicaron_aharon_ed,0.1465,1.544,-1.275,45,-1.275,45,direct_pair_valid,
5,DaatChacham_Vat214_Main,KeterShemTov,0.1029,-0.102,,66,-1.277,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
15,IbnShuib,Rabenu_Bahayii,0.1547,3.989,-1.290,36,-1.290,36,direct_pair_valid,
18,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.0955,-0.102,-1.314,36,-1.314,36,direct_pair_valid,
18,DaatChacham_Vat214_Main,KenegedAsaraMaamaritLondon847,0.0955,-0.102,-1.314,36,-1.314,36,direct_pair_valid,
10,DaatChacham_Vat107_Main,IbnShuib,0.1136,0.381,-1.316,55,-1.316,55,direct_pair_valid,
26,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.1557,3.989,-1.318,66,-1.318,66,direct_pair_valid,
26,DaatChacham_Vat214_Main,KeterShemTov,0.1557,3.989,-1.318,66,-1.318,66,direct_pair_valid,
5,KeterShemTovMS_L,Ricanati_Zicaron_aharon_ed,0.0998,-0.102,,66,-1.319,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,KeterShemTovMS_L,UnKnownEskorial,0.0989,-0.102,,66,-1.331,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
20,Comment_a_shuib_Parma_68,UnKnownVatikan214,0.0602,-2.187,-1.334,66,-1.334,66,direct_pair_valid,
5,DaatChacham_Vat214_Main,UnKnownEskorial,0.0985,-0.102,,66,-1.336,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,DaatChacham_Vat107_Main,KeterShemTov,0.0984,-0.102,,66,-1.338,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
4,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0850,-1.463,-1.350,66,-1.350,66,direct_pair_valid,
21,IbnShuib,KenegedAsaraMaamaritLondon847,0.2013,4.737,,28,-1.351,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
10,DaatChacham_Vat214_Main,IbnShuib,0.1110,0.381,-1.353,55,-1.353,55,direct_pair_valid,
13,DaatChacham_Vat214_Main,UnKnownEskorial,0.1385,1.544,-1.355,45,-1.355,45,direct_pair_valid,
24,KenegedAsaraMaamaritLondon847,MeiratEinayim,0.0920,-0.102,-1.355,66,-1.355,66,direct_pair_valid,
7_1,DaatChacham_Vat107_Main,SaportaOxford1645,0.1233,0.381,-1.364,45,-1.364,45,direct_pair_valid,
7_1,SaportaOxford1645,UnKnownEskorial,0.1233,0.381,-1.364,45,-1.364,45,direct_pair_valid,
7_1,DaatChacham_Vat107_Main,KenegedAsaraMaamaritLondon847,0.1218,0.381,-1.376,45,-1.376,45,direct_pair_valid,
18,KeterShemTov,UnKnownEskorial,0.0903,-1.463,-1.377,36,-1.377,36,direct_pair_valid,
24,Comment_a_shuib_Parma_68,UnKnownEskorial,0.0906,-1.463,-1.378,66,-1.378,66,direct_pair_valid,
30,Ricanati_Zicaron_aharon_ed,UnKnownEskorial,0.1121,0.381,,36,-1.378,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
21,DaatChacham_Vat214_Marginalia,SaportaOxford1645,0.1989,4.737,,28,-1.380,36,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_2,Comment_a_shuib_Parma_68,DaatChacham_Vat214_Main,0.1116,0.381,-1.382,55,-1.382,55,direct_pair_valid,
30,DaatChacham_Vat107_Main,KeterShemTov,0.1114,0.381,,36,-1.386,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
7_2,DaatChacham_Vat214_Main,KeterShemTov,0.1861,2.791,-1.390,15,-1.390,15,direct_pair_valid,
4,Likutim_bhml_1978,Ricanati_Zicaron_aharon_ed,0.0813,-1.463,-1.392,66,-1.392,66,direct_pair_valid,
19_2,Comment_a_shuib_Parma_68,IbnShuib,0.1104,0.381,-1.398,55,-1.398,55,direct_pair_valid,
24,DaatChacham_Vat214_Main,KeterShemTov,0.0886,-1.463,-1.410,66,-1.410,66,direct_pair_valid,
9,KeterShemTovMS_L,Rabenu_Bahayii,0.1984,2.791,-1.414,15,-1.414,15,direct_pair_valid,
26,KeterShemTov,MeiratEinayim,0.1482,3.989,-1.420,66,-1.420,66,direct_pair_valid,
14,KenegedAsaraMaamaritLondon847,KeterShemTovMS_L,0.0602,-2.187,,55,-1.420,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
14,KenegedAsaraMaamaritLondon847,KeterShemTov,0.0595,-2.187,,55,-1.429,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
5,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.0913,-0.102,,66,-1.433,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_2,Comment_a_shuib_Parma_68,DaatChacham_Vat107_Main,0.1076,-0.102,-1.434,55,-1.434,55,direct_pair_valid,
30,KeterShemTov,Rabenu_Bahayii,0.1060,-0.102,,36,-1.446,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
6,Comment_a_shuib_Parma_68,DaatChacham_Vat107_Main,0.0000,-3.263,-1.452,78,-1.452,78,direct_pair_valid,
6,Comment_a_shuib_Parma_68,IbnShuib,0.0000,-3.263,-1.452,78,-1.452,78,direct_pair_valid,
6,Comment_a_shuib_Parma_68,KeterShemTov,0.0000,-3.263,-1.452,78,-1.452,78,direct_pair_valid,
6,Comment_a_shuib_Parma_68,KeterShemTovMS_L,0.0000,-3.263,-1.452,78,-1.452,78,direct_pair_valid,
6,DaatChacham_Vat214_Main,Rabenu_Bahayii,0.0000,-3.263,-1.452,78,-1.452,78,direct_pair_valid,
19_2,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.1060,-0.102,-1.454,55,-1.454,55,direct_pair_valid,
21,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.1926,2.791,,28,-1.455,36,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,Comment_a_shuib_Parma_68,KenegedAsaraMaamaritLondon847,0.0000,-3.263,,66,-1.455,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,Comment_a_shuib_Parma_68,Likutim_bhml_1978,0.0000,-3.263,,66,-1.455,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
12,KenegedAsaraMaamaritLondon847,Rabenu_Bahayii,0.0000,-3.263,,66,-1.455,78,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
19_2,Comment_a_shuib_Parma_68,Rabenu_Bahayii,0.1058,-0.102,-1.457,55,-1.457,55,direct_pair_valid,
19_1,MeiratEinayim,Ricanati_Zicaron_aharon_ed,0.1022,-0.102,-1.458,28,-1.458,28,direct_pair_valid,
30_1,DaatChacham_Vat107_Main,KeterShemTov,0.0000,-3.263,-1.460,28,-1.460,28,direct_pair_valid,
30_1,DaatChacham_Vat107_Main,Rabenu_Bahayii,0.0000,-3.263,-1.460,28,-1.460,28,direct_pair_valid,
30,DaatChacham_Vat214_Main,KeterShemTov,0.1045,-0.102,,36,-1.463,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
24,KeterShemTov,Rabenu_Bahayii,0.0853,-1.463,-1.464,66,-1.464,66,direct_pair_valid,
14,KenegedAsaraMaamaritLondon847,Ricanati_Zicaron_aharon_ed,0.0566,-2.187,,55,-1.466,66,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
29,MeiratEinayim,UnKnownEskorial,0.1317,1.544,-1.469,28,-1.469,28,direct_pair_valid,
29,MeiratEinayim,UnKnownVatikan214,0.1317,1.544,-1.469,28,-1.469,28,direct_pair_valid,
10,DaatChacham_Vat107_Main,KeterShemTovMS_L,0.1029,-0.102,-1.470,55,-1.470,55,direct_pair_valid,
19_2,KeterShemTov,Rabenu_Bahayii,0.1040,-0.102,-1.480,55,-1.480,55,direct_pair_valid,
14,DaatChacham_Vat214_Marginalia,KeterShemTovMS_L,0.0551,-2.635,,55,-1.485,66,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
29,Rabenu_Bahayii,UnKnownVatikan214,0.1299,1.544,-1.494,28,-1.494,28,direct_pair_valid,
19_2,Comment_a_shuib_Parma_68,UnKnownEskorial,0.1015,-0.102,-1.512,55,-1.512,55,direct_pair_valid,
30,DaatChacham_Vat107_Main,Ricanati_Zicaron_aharon_ed,0.1001,-0.102,,36,-1.513,45,direct_pair_valid__z_requires_pipeline_rerun,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
27,Comment_a_shuib_Parma_68,DaatChacham_Vat214_Main,0.0498,-2.635,-1.524,55,-1.524,55,direct_pair_valid,
4,KeterShemTov,Likutim_bhml_1978,0.0697,-2.187,-1.524,66,-1.524,66,direct_pair_valid,
31,Comment_a_shuib_Parma_68,KeterShemTov,0.0244,-4.034,-1.525,36,-1.525,36,direct_pair_valid,
20,Comment_a_shuib_Parma_68,מערכת האלוהות,0.0442,-2.635,-1.525,66,-1.525,66,direct_pair_valid,
20,DaatChacham_Vat107_Main,מערכת האלוהות,0.0435,-2.635,-1.533,66,-1.533,66,direct_pair_valid,
14,DaatChacham_Vat214_Marginalia,KeterShemTov,0.0512,-2.635,,55,-1.534,66,excluded_default_marginalia,⟦תיקון V9: raw/bits נשמרו כמדידות זוגיות; within-section z הושהה כי האוכלוסייה השתנתה⟧
17,Comment_a_shuib_Parma_68,DaatChacham_Vat107_Main,0.0000,-3.263,-1.548,55,-1.548,55,direct_pair_valid,
